X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean
-122.323415471,47.615231142,BOYLSTON AVE AND E PINE ST,2.0,NONE,49,4,41.25,4.0,42.0,4.75,1.0,22.5
-122.363652186,47.723275293,6TH AVE NW AND NW 130TH ST,0.0,NONE,1,1,45.0,3.0,82.33333333333333,3.3333333333333335,0.0,20.0
-122.268233117,47.5533363760001,52ND AVE S AND WILSON N AVE S,2.0,NONE,3,1,45.0,1.0,81.0,1.0,0.0,20.0
-122.366180496,47.6475360100001,W ETRURIA ST AND DEAD END,0.0,NONE,0,1,35.0,1.0,62.0,2.0,0.0,20.0
-122.314635397,47.6242587680001,14TH AVE E AND E MERCER ST,0.0,NONE,3,1,60.0,4.0,11.5,3.0,0.0,20.0
-122.355414875,47.7014610840001,GREENWOOD AVE N AND N 100TH ST,2.0,NONE,27,2,50.0,4.0,57.75,5.0,1.0,22.5
-122.264912623,47.526734296,SEWARD PARK AVE S AND S CLOVERDALE ST,2.0,NONE,9,2,55.0,3.0,78.66666666666667,1.3333333333333333,2.0,23.333333333333332
-122.320218755,47.6845964,8TH AVE NE AND NE 77TH ST,0.0,NONE,0,1,100.0,3.0,45.333333333333336,8.333333333333334,0.0,20.0
-122.370764341,47.6420190490001,WESTVIEW DR W AND W HALLADAY ST,0.0,NONE,0,1,50.0,3.0,17.333333333333332,3.6666666666666665,0.0,20.0
-122.287619359,47.596601799,LAKESIDE UPPER AVE S AND S LANE ST,0.0,NONE,2,1,30.0,2.0,0.0,2.5,0.0,20.0
-122.296542642,47.7319766700001,30TH AVE NE AND NE 143RD ST,3.0,NONE,23,1,50.0,4.0,49.25,2.25,1.5,22.5
-122.361011711,47.5708949670001,22ND AVE SW CONNCTR TRL AND DELRIDGE CONNCTR TRL,0.0,NONE,2,1,999.0,3.0,0.0,4.666666666666667,0.0,20.0
-122.302410166,47.5895623970001,MOUNTAINS TO SOUND TRL AND S ATLANTIC ST,0.0,NONE,0,0,0.0,2.0,0.0,2.5,0.0,20.0
-122.276351923,47.5203360620001,45TH AVE S AND S SHELL ST,0.0,NONE,0,1,47.0,3.0,8.666666666666666,5.0,0.0,20.0
-122.29784843,47.5660818590001,29TH AVE S AND S DAKOTA ST,0.0,NONE,2,1,30.0,2.0,0.0,4.0,0.0,20.0
-122.299088444,47.644700248,MONTLAKE BV EB ON RP AND SR520 EB,4.0,NONE,2,0,0.0,3.0,0.0,0.6666666666666666,0.0,43.333333333333336
-122.360792235,47.662916882,3RD AVE NW AND NW 47TH S ST,3.0,NONE,2,0,0.0,2.0,32.0,2.5,0.0,25.0
-122.351116931,47.7021714960001,EVANSTON AVE N AND N 101ST ST,0.0,NONE,4,1,50.0,4.0,89.75,1.5,0.0,20.0
-122.347085752,47.6391042710001,5TH AVE N AND LYNN ST,0.0,NONE,0,1,55.0,3.0,20.666666666666668,3.3333333333333335,0.0,20.0
-122.368931096,47.642014407,9TH AVE W AND W HALLADAY ST,0.0,NONE,0,1,50.0,4.0,16.75,1.5,0.0,20.0
-122.390584698,47.5423058700001,45TH AVE SW AND SW WILLOW ST,0.0,NONE,0,0,0.0,3.0,0.0,3.6666666666666665,0.0,20.0
-122.315189383,47.6848917400001,12TH AVE NE AND NE 77TH ST,1.0,NONE,1,1,35.0,3.0,70.33333333333333,2.0,0.0,23.333333333333332
-122.284013865,47.5737305440001,BELLA VISTA AVE S AND S HORTON ST,0.0,NONE,0,1,28.0,3.0,32.666666666666664,3.6666666666666665,0.0,20.0
-122.298787053,47.6931223870001,27TH AVE NE AND NE 89TH ST,0.0,NONE,0,1,35.0,3.0,82.0,4.666666666666667,0.0,20.0
-122.328179143,47.5312807560001,5TH AVE S AND S MONROE ST,0.0,NONE,0,1,55.0,3.0,18.666666666666668,0.3333333333333333,0.0,20.0
-122.348835121,47.6297456020001,4TH AVE N AND HIGHLAND DR,0.0,NONE,0,1,47.0,3.0,57.0,14.333333333333334,0.0,20.0
-122.278224913,47.559374098,44TH AVE S AND S ANGELINE ST,0.0,NONE,0,1,40.0,2.0,47.0,5.0,0.0,20.0
-122.318796251,47.657515872,9TH AVE NE AND NE 42ND ST,1.0,NONE,22,1,50.0,4.0,47.5,3.25,1.0,22.5
-122.325053161,47.5298312800001,S SOUTHERN ST AND DEAD END,0.0,NONE,0,1,50.0,1.0,77.0,0.0,0.0,20.0
-122.296358518,47.7229000510001,30TH AVE NE AND NE 130TH ST,3.0,NONE,38,2,40.0,4.0,54.25,1.75,1.5,22.5
-122.400452506,47.697881814,NW ESPLANADE AND DEAD END,0.0,NONE,0,1,47.0,1.0,38.0,3.0,0.0,20.0
-122.39839426,47.6816388170001,32ND AVE NW AND NW 73RD ST,3.0,NONE,0,1,50.0,4.0,69.25,3.5,1.5,22.5
-122.381958844,47.535698031,39TH AVE SW AND SW WEBSTER ST,0.0,NONE,0,1,60.0,4.0,81.0,5.25,0.0,20.0
-122.321272863,47.566199785,9TH AVE S AND S ADAMS ST,0.0,NONE,0,0,0.0,2.0,89.0,4.0,0.0,20.0
-122.387576487,47.6686786920001,24TH AVE NW AND NW MARKET ST,2.0,CITY,27,0,0.0,4.0,21.5,3.5,1.75,25.0
-122.289239313,47.6152069670001,34TH AVE AND E PINE ST,3.0,NONE,10,1,55.0,4.0,37.25,5.0,1.5,22.5
-122.323457609,47.6420295250001,BOYLSTON AVE E AND E LOUISA ST,2.0,NONE,9,1,30.0,3.0,20.666666666666668,4.0,2.0,23.333333333333332
-122.387210103,47.5453254700001,CALIFORNIA AVE SW AND SW BEVERIDGE PL,2.0,NONE,9,2,32.0,3.0,40.666666666666664,3.0,1.3333333333333333,23.333333333333332
-122.354147466,47.6185970220001,DENNY WAY AND WARREN AVE N,1.0,NONE,33,1,33.0,3.0,40.666666666666664,4.333333333333333,1.3333333333333333,23.333333333333332
-122.326892286,47.5548831460001,6TH AVE S AND S BENNETT ST,0.0,NONE,0,1,50.0,2.0,16.0,0.5,0.0,20.0
-122.292854473,47.7155309280001,33RD AVE NE AND NE 120TH ST,0.0,NONE,2,1,47.0,3.0,77.66666666666667,3.0,0.0,20.0
-122.31120581,47.6286565990001,16TH AVE E AND E PROSPECT E ST,0.0,NONE,0,1,25.0,1.0,40.0,1.0,0.0,20.0
-122.30628113,47.5730898900001,S HINDS ST AND DEAD END 3,0.0,NONE,0,1,40.0,1.0,61.0,3.0,0.0,20.0
-122.366110372,47.6738071070001,8TH AVE NW AND NW 62ND S ST,2.0,NONE,5,1,50.0,2.0,26.0,4.0,3.0,25.0
-122.352071872,47.6589578890001,DAYTON AVE N AND N 43RD ST,3.0,NONE,3,1,45.0,4.0,31.25,3.5,1.5,22.5
-122.371528071,47.6402414200001,11TH AVE W AND SOUND VIEW S TR W,0.0,NONE,0,0,0.0,2.0,0.0,7.5,0.0,20.0
-122.395076432,47.5375100630001,VIEW LN SW AND SW OTHELLO ST,0.0,NONE,0,1,55.0,3.0,46.333333333333336,6.0,0.0,20.0
-122.262730374,47.4987080330001,56TH AVE S AND LUTHER AVE S,0.0,NONE,0,1,45.0,3.0,0.0,7.0,0.0,20.0
-122.360816487,47.656944122,3RD AVE NW AND NW 41ST N ST,3.0,NONE,6,1,50.0,2.0,39.0,5.0,0.0,25.0
-122.319366353,47.600877967,10TH AVE S AND S WASHINGTON ST,0.0,NONE,0,0,0.0,3.0,50.0,3.3333333333333335,0.0,20.0
-122.309961706,47.6848614670001,17TH AVE NE AND NE 77TH W ST,0.0,NONE,0,1,40.0,1.0,71.0,2.0,0.0,20.0
-122.336274744,47.671040324,KENWOOD PL N AND MCKINLEY PL N,0.0,NONE,1,1,45.0,4.0,78.5,3.75,0.0,20.0
-122.342655079,47.6181322560001,7TH AVE AND BATTERY ST,2.0,NONE,2,1,30.0,3.0,52.666666666666664,2.0,1.3333333333333333,23.333333333333332
-122.361023538,47.6323240030001,3RD AVE W AND W GALER W ST,3.0,NONE,2,1,50.0,1.0,66.0,3.0,0.0,20.0
-122.369884877,47.5318942150001,29TH AVE SW AND SW KENYON ST,0.0,NONE,2,1,40.0,3.0,77.0,6.333333333333333,0.0,20.0
-122.304257583,47.5829507170001,22ND AVE S AND S COLLEGE ST,3.0,NONE,43,2,50.0,4.0,42.75,7.5,1.5,22.5
-122.352645522,47.6769071200001,DAYTON AVE N AND N 66TH ST,0.0,NONE,0,1,50.0,3.0,58.666666666666664,5.666666666666667,0.0,20.0
-122.407379599,47.570623751,58TH AVE SW AND DEAD END 2,0.0,NONE,0,0,0.0,1.0,0.0,12.0,0.0,20.0
-122.349295475,47.526490048,11TH AVE SW AND SW CLOVERDALE ST,0.0,NONE,0,1,45.0,2.0,32.0,0.5,0.0,20.0
-122.378956524,47.6906024640001,17TH AVE NW AND NW 85TH ST,2.0,NONE,16,1,55.0,4.0,72.5,1.5,1.5,22.5
-122.286022644,47.6648956390001,BURKE GILMAN TRL AND NE 50TH ST,0.0,NONE,0,0,0.0,1.0,0.0,2.0,0.0,20.0
-122.284807643,47.6673084440001,40TH AVE NE AND BURKE GILMAN TRL,0.0,NONE,7,0,0.0,2.0,0.0,0.5,0.0,20.0
-122.321027162,47.6782710030001,I5 SB AND NE LAKE CITY WY ON RP,5.0,NONE,1,0,0.0,3.0,0.0,1.6666666666666667,0.0,50.0
-122.278007682,47.503281133,I5 SB AND I5 SB EXIT 157 OFF RP,5.0,NONE,0,0,0.0,2.0,0.0,1.0,0.0,60.0
-122.374011531,47.640682623,W WHEELER ST AND DEAD END 2,0.0,NONE,0,0,0.0,1.0,0.0,14.0,0.0,20.0
-122.325903148,47.5281285730001,CLOVERDALE ST ON RP AND WEST MARGINAL NB WAY S,4.0,NONE,0,0,0.0,1.0,45.0,1.0,2.0,30.0
-122.404025069,47.578997772,56TH AVE SW AND SW LANDER PL,0.0,NONE,1,1,55.0,2.0,0.0,12.0,0.0,20.0
-122.322353907,47.6268446730001,HARVARD AVE E AND E ALOHA ST,0.0,NONE,2,1,55.0,4.0,10.25,3.0,0.0,20.0
-122.322692794,47.5689509860001,AIRPORT WAY S AND S BRADFORD ST,1.0,NONE,2,3,50.0,4.0,42.0,1.25,1.5,25.0
-122.285963622,47.5594638260001,RAINIER AVE S AND S ANGELINE ST,1.0,NONE,20,1,33.0,3.0,63.333333333333336,3.0,1.3333333333333333,23.333333333333332
-122.313290884,47.6912562140001,NE 86TH ST AND DEAD END 1,0.0,NONE,0,0,0.0,1.0,77.0,5.0,0.0,20.0
-122.322886205,47.682031013,5TH AVE NE AND NE 74TH ST,2.0,NONE,9,1,50.0,3.0,72.0,3.6666666666666665,2.0,23.333333333333332
-122.352876955,47.672456837,DAYTON AVE N AND N 60TH ST,0.0,NONE,2,1,45.0,4.0,24.75,3.0,0.0,20.0
-122.294407998,47.5933122750001,YAKIMA AVE S AND S NORMAN ST,0.0,NONE,0,1,50.0,4.0,60.0,10.25,0.0,20.0
-122.342295894,47.6305862790001,COMSTOCK ST AND DEXTER AVE N,2.0,NONE,7,0,0.0,3.0,87.33333333333333,7.0,2.0,23.333333333333332
-122.265132336,47.5168224770001,54TH AVE S AND S ROXBURY E ST,3.0,NONE,0,1,55.0,1.0,87.0,6.0,0.0,20.0
-122.2914995,47.6812316580001,34TH AVE NE AND NE 73RD ST,0.0,NONE,1,1,45.0,4.0,85.0,3.25,0.0,20.0
-122.328265393,47.667904767,1ST AVE NE AND NE 54TH ST,0.0,NONE,0,1,47.0,2.0,34.5,1.0,0.0,20.0
-122.283691434,47.682273738,42ND AVE NE AND NE 74TH ST,0.0,NONE,0,1,47.0,3.0,8.0,1.6666666666666667,0.0,20.0
-122.370098815,47.571409637,SPOKANE TURN RD AND SW SPOKANE SR ST,2.0,CITY,1,2,519.5,1.0,100.0,13.0,0.0,25.0
-122.303730145,47.6049273790001,22ND AVE AND E TERRACE S ST,0.0,NONE,2,1,50.0,2.0,21.0,2.0,0.0,20.0
-122.327675197,47.597516698,5TH AVE S AND S WELLER ST,2.0,CITY,9,4,16.25,3.0,24.0,1.0,1.3333333333333333,23.333333333333332
-122.350688111,47.6407936850001,NOB HILL AVE N AND WHEELER ST,0.0,NONE,0,1,47.0,5.0,30.6,5.8,0.0,20.0
-122.325543045,47.616341731,SUMMIT AVE AND E OLIVE ST,0.0,NONE,7,2,47.5,4.0,22.75,4.75,0.0,20.0
-122.392028198,47.5775123010001,47TH AVE SW AND SW STEVENS ST,0.0,NONE,0,1,35.0,3.0,65.33333333333333,3.6666666666666665,0.0,20.0
-122.279785585,47.528994679,42ND PL S AND DEAD END,0.0,NONE,0,1,30.0,1.0,79.0,3.0,0.0,20.0
-122.382809883,47.5664902240001,40TH AVE SW AND SW DAKOTA ST,0.0,NONE,2,1,47.0,4.0,63.5,6.5,0.0,20.0
-122.255840754,47.5147914340001,62ND AVE S AND WATERS WR AVE S,3.0,NONE,1,1,40.0,1.0,56.0,8.0,3.0,25.0
-122.408827367,47.6404547280001,ELLINOR DR W AND W PARKMONT PL,0.0,NONE,0,1,19.0,3.0,57.666666666666664,6.333333333333333,0.0,20.0
-122.282684381,47.632622267,39TH AVE E AND E MADISON ST,2.0,NONE,4,1,55.0,4.0,64.5,6.25,1.5,22.5
-122.372685971,47.521052006,31ST AVE SW AND SW BARTON ST,2.0,NONE,1,1,45.0,4.0,73.5,2.0,1.0,22.5
-122.322217518,47.7340410890001,NE 145TH ST AND 6TH AVE NE,1.0,NONE,8,1,50.0,2.0,74.0,3.0,2.0,35.0
-122.314416715,47.6794397130001,BROOKLYN AVE NE AND NE 70TH ST,0.0,NONE,0,1,45.0,3.0,66.33333333333333,3.0,0.0,20.0
-122.262397358,47.5013465860001,56TH AVE S AND S AVON ST,0.0,NONE,1,1,55.0,4.0,44.25,4.0,2.5,20.0
-122.31869102,47.682596098,9TH AVE NE AND NE 75TH ST ON RP,1.0,NONE,1,0,0.0,2.0,78.0,6.5,2.0,30.0
-122.395955181,47.547882616,50TH AVE SW AND DEAD END 3,0.0,NONE,0,1,35.0,1.0,81.0,1.0,0.0,20.0
-122.310372078,47.5750869290001,LAFAYETTE AVE S AND S HANFORD ST,0.0,NONE,1,0,0.0,3.0,73.0,0.3333333333333333,0.0,20.0
-122.402072483,47.5596071360001,55TH AVE SW AND SW EDMUNDS ST,0.0,NONE,0,1,47.0,4.0,48.25,1.5,0.0,20.0
-122.360961668,47.6371692750001,3RD AVE W AND W CROCKETT S ST,0.0,NONE,0,1,90.0,2.0,33.0,4.5,0.0,20.0
-122.303461461,47.5525911,S VERN CT AND DEAD END,0.0,NONE,0,1,47.0,1.0,100.0,5.0,0.0,20.0
-122.390785558,47.575667632,46TH AVE SW AND SW HANFORD ST,0.0,NONE,0,1,55.0,3.0,23.0,2.6666666666666665,0.0,20.0
-122.374103408,47.695618349,14TH AVE NW AND HOLMAN RD NW,1.0,NONE,13,1,55.0,4.0,80.0,0.5,2.75,25.0
-122.356622063,47.629572571,HIGHLAND DR AND QUEEN ANNE AVE N,2.0,NONE,10,3,46.66666666666666,3.0,44.666666666666664,9.666666666666666,1.3333333333333333,23.333333333333332
-122.379334936,47.5261369610001,37TH AVE SW AND SW CLOVERDALE ST,0.0,NONE,2,1,50.0,4.0,82.75,3.25,0.0,20.0
-122.31240893,47.5750874780001,16TH AVE S AND S HANFORD W ST,0.0,NONE,0,1,55.0,1.0,81.0,1.0,0.0,20.0
